date,competitor,name,group,params,price,article
25.06.2024,Sunlight,"
    Золотые серьги с изумрудами и бриллиантами
  ",Серьги,"{'Модель': '3385-C5R-05', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Изумруд', 'Страна производства': 'Россия', 'Вес изделия': '1.31 г'}",15990,58796
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': '436431.5', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Диаметр серег': '4 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.17 г'}",790,281207
25.06.2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '40176900*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.35 г'}",12990,134996
25.06.2024,Sunlight,"
    Серебряное шейное украшение с фианитами
  ",Шейное украшение,"{'Модель': 'S50133-H9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Вес изделия': '2.32 г'}",1490,105130
25.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '200200.4-1ш/з*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.1 г'}",9990,271409
25.06.2024,Sunlight,"
    Серебряное кольцо
  ",Кольца,"{'Модель': 'S11373-K9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вес изделия': '2.1 г'}",990,303598
25.06.2024,Sunlight,"
    Золотые серьги с гранатом и бриллиантами
  ",Серьги,"{'Модель': '70536-C5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Гранат', 'Страна производства': 'Россия', 'Вес изделия': '2.24 г'}",16990,108798
25.06.2024,Sunlight,"
    Золотая подвеска с фианитами
  ",Подвески,"{'Модель': '034400К*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.34 г'}",2490,36230
25.06.2024,Sunlight,"
    Золотые серьги с бриллиантами
  ",Серьги,"{'Модель': '70669-C5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.84 г'}",29990,146538
25.06.2024,Sunlight,"
    Серебряное колье с фианитами
  ",Колье,"{'Модель': 'Ср925Р-847603040', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '2.64 г'}",1490,158396
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': '48672А.5', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Диаметр серег': '4 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.95 г'}",990,252127
25.06.2024,Sunlight,"
    Золотое кольцо с фианитами
  ",Кольца,"{'Модель': '016455К*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.41 г'}",10990,59830
25.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '10-00-0000-27628*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.36 г'}",20990,235978
25.06.2024,Sunlight,"
    Золотое кольцо с фианитами
  ",Кольца,"{'Модель': '10188К*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.42 г'}",10990,992897
25.06.2024,Sunlight,"
    Золотая подвеска с фианитами
  ",Подвески,"{'Модель': '10106000*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.9 г'}",6990,76652
25.06.2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '71409-K5M-01', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '2.64 г'}",44990,238293
25.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '10021700*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '0.99 г'}",7990,74404
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': 'S50901-C9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Вес изделия': '2.0 г'}",1390,84380
25.06.2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '0105-K5W-02', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант', 'Ширина кольца': '2,8 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.83 г'}",9990,56389
25.06.2024,Sunlight,"
    Серебряное кольцо с фианитами
  ",Кольца,"{'Модель': 'S5446-K9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Вес изделия': '0.9 г'}",790,26248
25.06.2024,Sunlight,"
    Золотое кольцо с сапфирами и бриллиантами
  ",Кольца,"{'Модель': '1783-K5R-12', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Сапфир, Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.37 г'}",16990,58020
25.06.2024,Sunlight,"
    Золотое кольцо с фианитами
  ",Кольца,"{'Модель': '04-51-0813-00К*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.89 г'}",7990,351259
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': 'С-3435-Р', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Диаметр серег': '3 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.81 г'}",1190,52944
25.06.2024,Sunlight,"
    Золотое шейное украшение
  ",Шейное украшение,"{'Модель': '6030408-40*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.15 г'}",15990,334031
25.06.2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '01с1112044р*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.56 г'}",14990,80250
25.06.2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '30090700*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.26 г'}",10490,44704
25.06.2024,Sunlight,"
    Серебряное кольцо с фианитами
  ",Кольца,"{'Модель': 'К-2736-Р', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.43 г'}",1790,49414
25.06.2024,Sunlight,"
    Серебряное кольцо с фианитами
  ",Кольца,"{'Модель': '1-0210-SU4-9-101', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.99 г'}",890,326002
25.06.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': '8050154П-50*', 'Материал изделия': 'Розовое золото', 'Ширина цепи': '3,16 мм', 'Плетение': 'Ромб двойной', 'Страна производства': 'Россия', 'Вес изделия': '3.2 г'}",18528,35525
25.06.2024,Sunlight,"
    Золотая подвеска с фианитами
  ",Подвески,"{'Модель': '0815385*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.47 г'}",2990,37128
25.06.2024,Sunlight,"
    Серебряное кольцо с фианитами
  ",Кольца,"{'Модель': '01-0746/00КЦ-00', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Ширина кольца': '2,6 мм', 'Страна производства': 'Россия', 'Вес изделия': '2.98 г'}",2490,76137
25.06.2024,Sunlight,"
    Серебряные серьги
  ",Серьги,"{'Модель': '520-10-96', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Страна производства': 'Россия', 'Вес изделия': '3.16 г'}",1290,313176
25.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '30906.1*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '0.73 г'}",5490,91078
25.06.2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '0275-K5M-02', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.0 г'}",18990,51515
25.06.2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': 'С13213478-501*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '2.52 г'}",23990,108926
25.06.2024,Sunlight,"
    Золотое кольцо с сапфирами и бриллиантами
  ",Кольца,"{'Модель': '1783-K5W-12', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант, Сапфир', 'Страна производства': 'Россия', 'Вес изделия': '1.41 г'}",16990,56676
25.06.2024,Sunlight,"
    Золотое кольцо c бриллиантом
  ",Кольца,"{'Модель': '0496-K5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Ширина кольца': '1,2 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.04 г'}",12990,47720
25.06.2024,Sunlight,"
    Золотое кольцо с фианитами
  ",Кольца,"{'Модель': '1101016002*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Ширина кольца': '0,9 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.65 г'}",14990,123748
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': 'S55382-C9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Вес изделия': '2.34 г'}",1990,309904
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами и керамикой
  ",Серьги,"{'Модель': 'S0210-C9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Керамика, Фианит', 'Вес изделия': '3.0 г'}",890,54875
25.06.2024,Sunlight,"
    Серебряные серьги с жемчугом и фианитами
  ",Серьги,"{'Модель': 'S9537-C9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Жемчуг культивированный, Фианит', 'Вес изделия': '3.12 г'}",1390,22839
25.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '10029100*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.44 г'}",3490,74528
25.06.2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '10-02-0001-23942*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '2.16 г'}",16990,51697
25.06.2024,Sunlight,"
    Спрей SUNLIGHT для чистки ювелирных изделий
  ",Аксессуары,{},290,290569
25.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '11-01-0015-40100*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '15 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.77 г'}",6490,51498
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': '490521А.5', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Диаметр серег': '6 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.14 г'}",1490,281208
25.06.2024,Sunlight,"
    Золотые серьги с сапфирами
  ",Серьги,"{'Модель': '70170-C5M-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Сапфир', 'Страна производства': 'Россия', 'Вес изделия': '2.61 г'}",25990,92268
25.06.2024,Sunlight,"
    Золотое кольцо с сапфирами
  ",Кольца,"{'Модель': '70170-K5М-01', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Сапфир', 'Страна производства': 'Россия', 'Вес изделия': '1.73 г'}",17990,92267
25.06.2024,Sunlight,"
    Серебряное кольцо
  ",Кольца,"{'Модель': 'S11250-K9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вес изделия': '2.46 г'}",990,100205
25.06.2024,Sunlight,"
    Серебряная подвеска с алпанитом
  ",Подвески,"{'Модель': 'S60700-P9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Алпанит', 'Вес изделия': '1.21 г'}",790,99588
25.06.2024,Sunlight,"
    Серебряное кольцо
  ",Кольца,"{'Модель': 'S11132-K9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вес изделия': '1.34 г'}",790,99331
25.06.2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '3101-K5W-04', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант', 'Ширина кольца': '2,0 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.74 г'}",6990,109474
25.06.2024,Sunlight,"
    Серебряное кольцо с фианитами
  ",Кольца,"{'Модель': 'S1007-K9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Вес изделия': '1.62 г'}",1490,14617
25.06.2024,Sunlight,"
    Золотое кольцо c бриллиантом
  ",Кольца,"{'Модель': '70441-K5W-01', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.99 г'}",199990,93458
25.06.2024,Sunlight,"
    Серебряное кольцо с эмалью и фианитами
  ",Кольца,"{'Модель': 'S30223-K9W-02', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Эмаль, Фианит', 'Вес изделия': '2.58 г'}",990,108629
25.06.2024,Sunlight,"
    Золотое обручальное кольцо 
  ",Кольца,"{'Модель': 'Т100019194*', 'Материал изделия': 'Розовое золото', 'Ширина кольца': '4,0 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.53 г'}",13990,280118
25.06.2024,Sunlight,"
    Серебряное кольцо с фианитами
  ",Кольца,"{'Модель': 'S50476-K9W-02', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Вес изделия': '1.72 г'}",1490,84573
25.06.2024,Sunlight,"
    Золотое кольцо c бриллиантами
  ",Кольца,"{'Модель': '2065-K5Y-03', 'Материал изделия': 'Желтое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.3 г'}",22990,60111
25.06.2024,Sunlight,"
    Серебряные серьги
  ",Серьги,"{'Модель': '02-12-4015', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Страна производства': 'Россия', 'Вес изделия': '0.69 г'}",490,312629
25.06.2024,Sunlight,"
    Серебряное кольцо с эмалью и фианитами
  ",Кольца,"{'Модель': 'S30647-K9W-01', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Эмаль, Фианит', 'Вес изделия': '1.27 г'}",890,303779
25.06.2024,Sunlight,"
    Серебряное кольцо
  ",Кольца,"{'Модель': 'S10207-K9M-01', 'Материал изделия': 'Серебро', 'Покрытие': 'с элементами родия', 'Страна производства': 'Италия', 'Вес изделия': '3.29 г'}",1990,81064
25.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '32094.1*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '15 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.15 г'}",9990,99880
25.06.2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '2651-K5R-04', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Ширина кольца': '6,7 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.62 г'}",6490,345055
25.06.2024,Sunlight,"
    Золотые серьги с бриллиантами
  ",Серьги,"{'Модель': '70771-C5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '2.71 г'}",29990,146521
25.06.2024,Sunlight,"
    Серебряные серьги с эмалью и фианитами
  ",Серьги,"{'Модель': 'S30223-C9W-02', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Эмаль, Фианит', 'Вес изделия': '4.4 г'}",1690,108013
25.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '14592.1*', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '0.44 г'}",3990,288514
25.06.2024,Sunlight,"
    Золотое обручальное кольцо 
  ",Кольца,"{'Модель': '10-950-000К*', 'Материал изделия': 'Розовое золото', 'Ширина кольца': '4,0 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.59 г'}",12790,320588
25.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': 'К7209200*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.14 г'}",6259,273409
25.06.2024,Sunlight,"
    Золотое обручальное кольцо 
  ",Кольца,"{'Модель': '10-948-000К*', 'Материал изделия': 'Розовое золото', 'Ширина кольца': '2,0 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.87 г'}",6495,320587
25.06.2024,Sunlight,"
    Золотая подвеска с изумрудами и бриллиантами
  ",Подвески,"{'Модель': '9555-P5Y-04', 'Материал изделия': 'Желтое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Изумруд гидротермальный', 'Страна производства': 'Россия', 'Вес изделия': '0.52 г'}",6990,351578
25.06.2024,Sunlight,"
    Золотые серьги с сапфирами и бриллиантами
  ",Серьги,"{'Модель': '1783-C5W-12', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант, Сапфир', 'Страна производства': 'Россия', 'Вес изделия': '1.71 г'}",19990,56677
25.06.2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '40175100*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.86 г'}",14990,131101
25.06.2024,Sunlight,"
    Золотое обручальное кольцо с бриллиантами
  ",Кольца,"{'Модель': '1-876-103К*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Ширина кольца': '4,0 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.58 г'}",15990,277116
25.06.2024,Sunlight,"
    Серебряные серьги с фианитами
  ",Серьги,"{'Модель': '49036А.5', 'Материал изделия': 'Серебро', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '2.19 г'}",1790,267154
25.06.2024,Sunlight,"
    Золотая подвеска с сапфирами
  ",Подвески,"{'Модель': '70170-P5M-01', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Сапфир', 'Страна производства': 'Россия', 'Вес изделия': '0.8 г'}",10990,351569
25.06.2024,Sunlight,"
    Золотое обручальное кольцо с бриллиантами
  ",Кольца,"{'Модель': '72175-K5R-01', 'Материал изделия': 'Розовое золото', 'Вставка': 'Бриллиант', 'Ширина кольца': '3,7 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.52 г'}",14995,315516
25.06.2024,Sunlight,"
    Золотая подвеска с бриллиантом
  ",Подвески,"{'Модель': '70669-P5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '0.54 г'}",14990,329712
